22.0836,7.38668,7.06371,45.8597,70.126,63.3987,23.2724,\
23.902,7.68256,27.5733,33.6564,7.45328,29.1757,9.01357,\
32.3123,9.8323,25.5794,7.20199,22.4706,16.6724,28.6244,\
19.4534,9.7603,8.43469,19.3779,7.16964,16.7673,7.91136,\
8.03638,8.00594,13.964,15.7326,8.65062,23.4283,8.77666,\
19.6923,19.2447,33.7357,7.82569,15.208,10.1341,11.6284,\
25.9247,8.14589,11.217,21.1267,17.0873,21.9114,18.228,\
19.8793,8.76705,8.80233,21.3904,9.67971,9.64936,9.73105,\
15.11,19.8584,21.0417,10.2657,10.1813,21.1887,12.5457,\
10.324,19.5013,10.4597,10.759,17.9407,19.5807,34.3693,\
17.5746,14.432,25.9666,34.8957,27.1866,27.3643,24.6661,\
12.533,22.7189,23.4251,24.4753,11.7126,23.1624,24.536,\
9.69068,10.2047,17.4673,33.4889,19.796,11.7133,20.0593,\
17.1483,15.4379,12.252,18.7123,11.625,15.9744,13.718,\
21.8277,10.8343,28.067,14.1253,20.0833,9.11705,10.9816,\
10.7363,14.153,12.3874,23.2817,25.4041,12.185,25.046,\
12.2954,25.1563,12.4206,12.934,17.101,31.9366,12.6971,\
20.97,13.0474,21.48,13.359,24.8174,15.818,23.4044,\
17.8943,11.9433,33.3157,31.7493,17.7467,40.387,29.8904,\
14.974,32.1991,13.488,22.759,21.7621,16.9727,14.7347,\
14.6542,13.2653,11.467,14.3463,17.2563,14.786,11.7334,\
15.316,15.1336,15.0003,13.3023,15.3153,12.283,15.1216,\
11.0664,11.894,15.2183,15.0929,15.346,15.7509,14.917,\
17.908,13.3587,15.1916,15.6257,16.4519,15.8963,15.7073,\
12.7803,16.3736,17.0021,16.093,14.3214,17.1107,16.228,\
16.2237,18.9863,16.2053,17.1877,17.0529,16.994,17.141,\
21.7287,17.6183,14.8439,15.1477,17.511,16.584,20.4643,\
18.0271,18.5904,13.2577,18.7903,19.3121,19.076,19.5194,\
19.1783,18.6073,17.172,18.071,21.0354,18.7413,17.9447,\
18.2211,19.8083,14.0997,18.4566,18.309,13.548,17.0033,\
18.0941,17.2667,17.1543,14.9273,17.8343,18.6214,19.4593,\
18.2067,19.2707,18.5683,18.3477,42.9422,36.9107,18.7517,\
13.1864,11.209,11.3893,12.4764,9.45656,9.1722,16.2973,\
17.5694,16.3023,24.807,28.8384,62.6604,47.6281,43.9406,\
34.9184,26.1227,18.8967,33.0997,21.4156,20.4059,22.0687,\
24.402,20.2456,26.7017,30.2773,26.262,25.371,26.1389,\
33.8507,25.188,39.422,25.0033,34.9473,35.4323,38.9713,\
26.622,34.4337,23.6923,33.5976,26.1904,33.5503,18.246,\
19.5383,25.006,25.961,38.461,24.9097,50.9977,38.8723,\
35.776,59.2976,41.3563,26.3236,42.0473,33.9617,55.5557,\
34.6716,31.53,58.6557,49.2674,33.3259,27.1241,21.557,\
28.3017,20.7627,30.2793,21.814,28.797,32.061,43.0187,\
34.6854,33.4362,45.5087,25.0093,39.503,27.3046,45.6294,\
27.022,44.8383,26.9286,35.6299,31.0136,31.3293,28.9021,\
26.4037,25.321,22.2974,23.1202,23.7454,23.8903,19.748,\
25.9434,27.7637,26.1437,28.9964,27.6733,26.4974,27.3983,\
21.7741,27.2342,26.7146,35.2516,29.1557,22.8054,23.4466,\
24.605,19.8394,26.5794,26.0144,25.8856,23.0837,28.4607,\
53.7646,29.9746,40.2114,70.2906,28.7333,62.2269,50.8336,\
48.0154,41.1066,55.9827,46.2187,45.9274,42.613,44.687,\
43.1223,43.2354,43.4813,42.866,50.8161,34.2043,30.152,\
50.137,49.8434,78.0968,57.059,29.9696,55.7206,36.3694,\
38.8027,31.599,38.8277,40.9954,37.3793,62.3747,51.2509,\
43.1317,42.533,39.5114,45.5982,47.328,38.8096,39.2288,\
29.1793,41.2694,31.2024,35.5577,52.0797,35.5034,36.5653,\
40.5666,38.4209,40.718,40.8477,30.6826,45.4783,38.8529,\
39.003,48.0754,33.7476,36.1904,57.1136,36.9084,49.6473,\
54.792,45.0424,77.7387,52.8016,53.628,45.636,26.094,\
54.1351,32.4926,28.8339,14.5787,7.1733,16.2663,14.1167,\
15.8996,17.1351,37.7127,22.5232,19.3651,21.5201,30.2187,\
33.8563,35.675,42.6986,41.561,37.4714,38.8967,43.1813,\
43.2913,37.4893,41.7826,43.4353,45.8217,40.757,44.3973,\
44.8693,44.223,47.3463,39.935,46.0482,46.5344,48.1443,\
44.7226,44.028,46.2674,46.4377,45.601,52.8931,55.2235,\
51.7507,50.8517,43.3586,41.2386,41.4266,42.8091,39.7627,\
49.3947,58.4487,63.8173,37.699,39.2027,39.014,36.7977,\
48.0283,61.8443,55.3926,63.2327,39.0956,38.8387,56.8113,\
62.8963,41.2303,43.6254,42.2116,43.008,50.1072,46.6909,\
46.0297,47.179,48.2877,59.8357,51.6392,51.453,51.7374,\
57.6307,61.385,67.3323,53.6841,44.62,35.6154,41.8373,\
49.8944,55.7233,35.3061,45.2561,35.378,37.4414,55.4137,\
51.908,70.4777,45.1744,44.9232,43.5423,47.6064,51.3991,\
43.169,44.5,43.69,56.0294,67.0113,60.473,59.4773,\
48.295,49.4096,55.0693,54.3373,50.1693,74.5763,65.9953,\
53.3833,58.2646,55.1333,92.1536,69.7861,60.9664,61.1527,\
60.9709,59.9043,60.072,60.729,70.1757,61.3269,72.3353,\
85.1373,77.6254,108.766,123.779,115.999,67.5997,56.0867,\
52.604,69.9709,53.7593,68.2351,54.5201,58.4944,55.5776,\
69.5206,60.7626,53.8553,82.4407,96.6803,99.6843,86.0203,\
74.1007,64.832,57.845,56.9393,53.999,42.342,40.4886,\
42.7499,43.907,56.5926,84.485,82.0312,70.8803,60.9384,\
40.7577,42.0996,55.2093,35.604,59.1861,55.3113,62.279,\
49.7433,65.0583,48.1624,54.4184,42.044,50.1523,65.7089,\
60.7122,64.924,58.6093,49.5617,38.7837,45.3177,41.6714,\
48.9984,83.3084,77.516,84.5307,70.6054,64.9694,63.8693,\
72.9717,64.2378,55.0427,69.5504,73.1313,81.254,59.8887,\
45.3623,53.6526,69.4911,70.4726,61.2113,71.7547,89.4936,\
98.7709,94.1888,116.333,57.4506,37.2728,35.8566,36.3823,\
37.6683,38.7665,38.4384,51.8397,52.7809,54.639,51.9676,\
54.436,55.6416,63.8437,58.7149,57.823,42.4519,60.9673,\
65.1701,54.393,54.625,57.1993,57.9713,57.2379,60.2291,\
57.5503,59.9489,58.843,74.248,68.3452,52.9739,62.3433,\
62.6783,66.1809,77.3977,69.7076,96.2986,96.018,72.5839,\
60.009,60.4746,80.9033,62.9531,67.3414,73.452,68.6754,\
76.0516,93.2846,97.5929,102.523,93.3407,81.3476,79.083,\
72.4156,86.4911,66.6423,95.1277,70.9764,70.5877,90.5562,\
85.297,47.0361,67.9886,85.4723,50.5567,66.5741,78.3309,\
73.1017,77.21,82.5067,62.5784,65.1863,
